idno;tail;name;ST_AsText(shap);nlan;sped;hier;head;leng;capa 
2001102;1316008;Wiener Straße/B7 - Brünner Straße;16.628590400001 48.663997299998,16.628584000001 48.664050699998,16.628574500001 48.664128099998;1;39;0;18088449;14,5900001525879;1100
2001102;18088449;Wiener Straße/B7 - Brünner Straße;16.628574500001 48.664128099998,16.628584000001 48.664050699998,16.628590400001 48.663997299998;1;39;0;1316008;14,5900001525879;1100
2001106;1316010;Mistelbacherstraße/L3059;16.573530100001 48.575819299999,16.573098900001 48.575643799999,16.572808300001 48.575527499999,16.572714500001 48.575485699999;1;35;0;18023175;70,7099990844727;1100
2001106;18023175;Mistelbacherstraße/L3059;16.572714500001 48.575485699999,16.572808300001 48.575527499999,16.573098900001 48.575643799999,16.573530100001 48.575819299999;1;35;0;1316010;70,7099990844727;1100
2001111;1316015;Wienerstraße/B7 - Brünner Straße;16.589920000001 48.459810299998,16.590147300001 48.460026699998,16.590498700001 48.460376799998,16.590694300001 48.460642899998,16.590697100001 48.460647299998;1;39;0;18020446;109,629997253418;1100
2001111;18020446;Wienerstraße/B7 - Brünner Straße;16.590697100001 48.460647299998,16.590694300001 48.460642899998,16.590498700001 48.460376799998,16.590147300001 48.460026699998,16.589920000001 48.459810299998;1;39;0;1316015;109,629997253418;1100
2001113;1316016;Korneuburger Straße/B3 - Donau Straße;16.3510133 48.326522999999,16.3514923 48.326053099999;1;39;0;18015071;63,189998626709;1100
2001113;18015071;Korneuburger Straße/B3 - Donau Straße;16.3514923 48.326053099999,16.3510133 48.326522999999;1;39;0;1316016;63,189998626709;1100
2001114;1316016;Korneuburger Straße/B3 - Donau Straße;16.3510133 48.326522999999,16.3506843 48.326845899999,16.3493669 48.328116799999;1;39;0;18082330;215,210006713867;1100
2001114;18082330;Korneuburger Straße/B3 - Donau Straße;16.3493669 48.328116799999,16.3506843 48.326845899999,16.3510133 48.326522999999;1;39;0;1316016;215,210006713867;1100
2001115;1316017;B14 - Klosterneuburger Straße;16.3367563 48.295260599999,16.3367665 48.295278299999,16.3367721 48.295313899999,16.336761 48.295351899999,16.3367426 48.295382599999,16.3367076 48.295408399999,16.3366709 48.295430599999,16.336634 48.295442899999,16.3365789 48.295452699999,16.3365199 48.295456299999;2;50;0;18534223;33,2999992370605;3400
2001115;18534223;B14 - Klosterneuburger Straße;16.3365199 48.295456299999,16.3365789 48.295452699999,16.336634 48.295442899999,16.3366709 48.295430599999,16.3367076 48.295408399999,16.3367426 48.295382599999,16.336761 48.295351899999,16.3367721 48.295313899999,16.3367665 48.295278299999,16.3367563 48.295260599999;1;50;0;1316017;33,2999992370605;0
2001116;1316017;B14 - Klosterneuburger Straße;16.3367563 48.295260599999,16.33675 48.295249599999,16.3367242 48.295226699999,16.3366855 48.295199699999,16.3366488 48.295186199999,16.3365917 48.295182599999,16.3365513 48.295182599999,16.3365071 48.295188699999,16.3364776 48.295193599999;1;50;0;18534403;24,6200008392334;0
2001116;18534403;B14 - Klosterneuburger Straße;16.3364776 48.295193599999,16.3365071 48.295188699999,16.3365513 48.295182599999,16.3365917 48.295182599999,16.3366488 48.295186199999,16.3366855 48.295199699999,16.3367242 48.295226699999,16.33675 48.295249599999,16.3367563 48.295260599999;2;50;0;1316017;24,6200008392334;3400
2001121;1316022;Grametten/B5 - Waidhofener Straße;15.1115115 48.9907328,15.1113693 48.9904207,15.1111261 48.9898674,15.1111008 48.9898107;1;79;0;18154462;106,870002746582;1250
2001121;18154462;Grametten/B5 - Waidhofener Straße;15.1111008 48.9898107,15.1111261 48.9898674,15.1113693 48.9904207,15.1115115 48.9907328;1;79;0;1316022;106,870002746582;1250
2001122;1316022;Grametten/B5 - Waidhofener Straße;15.1115115 48.9907328,15.1115339 48.9907818,15.1118096 48.9914104,15.1121007 48.992069,15.112214 48.9923164,15.1123535 48.9926062;1;79;0;18099984;217,300003051758;1250
2001122;18099984;Grametten/B5 - Waidhofener Straße;15.1123535 48.9926062,15.112214 48.9923164,15.1121007 48.992069,15.1118096 48.9914104,15.1115339 48.9907818,15.1115115 48.9907328;1;79;0;1316022;217,300003051758;1250
2001123;1316023;Weitraer Straße/L71;15.1567336 48.6109962,15.1567265 48.6109969,15.1562828 48.6110197,15.1559006 48.6110105,15.1556341 48.6109869,15.1550445 48.6109284;1;35;0;18167189;125,339996337891;1100
2001123;18167189;Weitraer Straße/L71;15.1550445 48.6109284,15.1556341 48.6109869,15.1559006 48.6110105,15.1562828 48.6110197,15.1567265 48.6109969,15.1567336 48.6109962;1;35;0;1316023;125,339996337891;1100
2001124;1316023;Weitraer Straße/L71;15.1567336 48.6109962,15.1571365 48.6109571,15.1577426 48.6108919,15.1589154 48.61076,15.1589312 48.6107583;1;35;0;18166204;164,220001220703;1100
2001124;18166204;Weitraer Straße/L71;15.1589312 48.6107583,15.1589154 48.61076,15.1577426 48.6108919,15.1571365 48.6109571,15.1567336 48.6109962;1;35;0;1316023;164,220001220703;1100
2001130;1316030;Gugu/B38 - Böhmerwald Straße;14.7509819 48.590349,14.7504974 48.5900872,14.7504687 48.5900739;1;79;0;18203448;48,689998626709;1250
2001130;18203448;Gugu/B38 - Böhmerwald Straße;14.7504687 48.5900739,14.7504974 48.5900872,14.7509819 48.590349;1;79;0;1316030;48,689998626709;1250
2001131;1316031;Gugu/B38 - Böhmerwald Straße;14.751807 48.5908249,14.7522036 48.5910542,14.7525889 48.591256;1;39;0;18008577;75,0400009155273;1100
2001131;18008577;Gugu/B38 - Böhmerwald Straße;14.7525889 48.591256,14.7522036 48.5910542,14.751807 48.5908249;1;39;0;1316031;75,0400009155273;1100
2001132;1316030;Gugu/B38 - Böhmerwald Straße;14.7509819 48.590349,14.7510759 48.5903997,14.7512503 48.5905107,14.7517226 48.5907761,14.751807 48.5908249;1;42;0;1316031;80,6999969482422;1100
2001132;1316031;Gugu/B38 - Böhmerwald Straße;14.751807 48.5908249,14.7517226 48.5907761,14.7512503 48.5905107,14.7510759 48.5903997,14.7509819 48.590349;1;42;0;1316030;80,6999969482422;1100
2001133;1316032;Hammer/B38 - Böhmerwald Straße;14.8948881 48.5753297,14.8949513 48.5753194,14.8952492 48.5752846,14.8954905 48.5752747,14.8958044 48.5752759,14.8961144 48.5752712,14.8965627 48.5752439,14.8970314 48.5751756,14.8972694 48.5751314,14.8975056 48.5750729,14.8981925 48.5748988,14.8984872 48.5748226,14.8988515 48.5747215,14.899253 48.574598,14.8995508 48.5744903,14.8998078 48.5743808,14.9000261 48.5742678,14.9002776 48.5741225,14.900451 48.5740093,14.9009065 48.5736968,14.9012411 48.5734928,14.9013555 48.5734442,14.9014518 48.5734121;1;62;0;18012028;546,349975585938;1250
2001133;18012028;Hammer/B38 - Böhmerwald Straße;14.9014518 48.5734121,14.9013555 48.5734442,14.9012411 48.5734928,14.9009065 48.5736968,14.900451 48.5740093,14.9002776 48.5741225,14.9000261 48.5742678,14.8998078 48.5743808,14.8995508 48.5744903,14.899253 48.574598,14.8988515 48.5747215,14.8984872 48.5748226,14.8981925 48.5748988,14.8975056 48.5750729,14.8972694 48.5751314,14.8970314 48.5751756,14.8965627 48.5752439,14.8961144 48.5752712,14.8958044 48.5752759,14.8954905 48.5752747,14.8952492 48.5752846,14.8949513 48.5753194,14.8948881 48.5753297;1;62;0;1316032;546,349975585938;1250
2001134;1316032;Hammer/B38 - Böhmerwald Straße;14.8948881 48.5753297,14.8946747 48.5753645,14.8943076 48.5754099,14.8935896 48.5754651,14.8924667 48.5755352,14.8919948 48.5755622,14.8916675 48.575571,14.8914091 48.575582,14.8910868 48.5755651,14.8908126 48.5755245,14.8905562 48.5754599,14.8902859 48.5753608,14.8901056 48.57527,14.8899344 48.5751623,14.8897508 48.5750372,14.889578 48.5749108,14.889392 48.5747914,14.8892162 48.5746979,14.8890736 48.5746418,14.8889134 48.5746026,14.888712 48.5745716,14.88843 48.5745572,14.8882264 48.5745679,14.8880301 48.5745872,14.8877654 48.5746238;1;39;0;18016761;565,119995117188;1100
2001134;18016761;Hammer/B38 - Böhmerwald Straße;14.8877654 48.5746238,14.8880301 48.5745872,14.8882264 48.5745679,14.88843 48.5745572,14.888712 48.5745716,14.8889134 48.5746026,14.8890736 48.5746418,14.8892162 48.5746979,14.889392 48.5747914,14.889578 48.5749108,14.8897508 48.5750372,14.8899344 48.5751623,14.8901056 48.57527,14.8902859 48.5753608,14.8905562 48.5754599,14.8908126 48.5755245,14.8910868 48.5755651,14.8914091 48.575582,14.8916675 48.575571,14.8919948 48.5755622,14.8924667 48.5755352,14.8935896 48.5754651,14.8943076 48.5754099,14.8946747 48.5753645,14.8948881 48.5753297;1;39;0;1316032;565,119995117188;1100
2001146;1316040;Wultendorf/L20;16.480109700001 48.673201799999,16.479957400001 48.673176899999,16.479670000001 48.673140399999,16.479332100001 48.673112299999,16.478915300001 48.673088999999,16.478505900001 48.673088299999,16.478125100001 48.673095899999,16.477519800001 48.673148999999,16.475872800001 48.673324099999;1;69;0;18079659;315,029998779297;900
2001146;18079659;Wultendorf/L20;16.475872800001 48.673324099999,16.477519800001 48.673148999999,16.478125100001 48.673095899999,16.478505900001 48.673088299999,16.478915300001 48.673088999999,16.479332100001 48.673112299999,16.479670000001 48.673140399999,16.479957400001 48.673176899999,16.480109700001 48.673201799999;1;69;0;1316040;315,029998779297;900
2001152;1316045;Dominik Eckl-Straße/L172;14.8830398 48.5739311,14.8831653 48.5739948,14.883248 48.5740436,14.8833529 48.5741068;1;35;0;18138956;30,2900009155273;1100
2001152;18138956;Dominik Eckl-Straße/L172;14.8833529 48.5741068,14.883248 48.5740436,14.8831653 48.5739948,14.8830398 48.5739311;1;35;0;1316045;30,2900009155273;1100
2001153;1316046;Bäckergasse/L5001;15.6948109 48.3551011,15.6948119 48.3550751,15.6948829 48.3549509,15.6952994 48.3542355,15.6956133 48.3535949;1;35;0;1334234;177,940002441406;1100
2001153;1334234;Bäckergasse/L5001;15.6956133 48.3535949,15.6952994 48.3542355,15.6948829 48.3549509,15.6948119 48.3550751,15.6948109 48.3551011;1;35;0;1316046;177,940002441406;1100
2001154;1316046;L5001;15.6948109 48.3551011,15.6948089 48.3551521,15.6948366 48.3552847,15.6948111 48.3553602;1;35;0;1334229;29,1700000762939;1100
2001154;1334229;L5001;15.6948111 48.3553602,15.6948366 48.3552847,15.6948089 48.3551521,15.6948109 48.3551011;1;35;0;1316046;29,1700000762939;1100
2001159;1316051;Brodersdorfer Straße/L168;16.432915300001 47.957929999999,16.433244500001 47.957770899999;1;35;0;18084817;30,2900009155273;1100
2001159;18084817;Brodersdorfer Straße/L168;16.433244500001 47.957770899999,16.432915300001 47.957929999999;1;35;0;1316051;30,2900009155273;1100
2001160;1316051;Brodersdorfer Straße/L168;16.432915300001 47.957929999999,16.432881900001 47.957946199999,16.432463300001 47.958179799999,16.432258500001 47.958381899999,16.431906400001 47.958783199999,16.431852000001 47.958889799999,16.431867000001 47.958971499999;1;35;0;18016708;144,380004882813;1100
2001160;18016708;Brodersdorfer Straße/L168;16.431867000001 47.958971499999,16.431852000001 47.958889799999,16.431906400001 47.958783199999,16.432258500001 47.958381899999,16.432463300001 47.958179799999,16.432881900001 47.957946199999,16.432915300001 47.957929999999;1;35;0;1316051;144,380004882813;1100
2001162;1316052;Hauptstraße/L17;16.771189300002 48.468125099997,16.771275100002 48.468147299997,16.771712900002 48.468296099997,16.772212800002 48.468447299997,16.772555900002 48.468532599997,16.772832700002 48.468580799997,16.773157400002 48.468624799997,16.773423900002 48.468645099997,16.773844800002 48.468679499997,16.774138500002 48.468698999997;1;35;0;18095094;229,550003051758;1100
2001162;18095094;Hauptstraße/L17;16.774138500002 48.468698999997,16.773844800002 48.468679499997,16.773423900002 48.468645099997,16.773157400002 48.468624799997,16.772832700002 48.468580799997,16.772555900002 48.468532599997,16.772212800002 48.468447299997,16.771712900002 48.468296099997,16.771275100002 48.468147299997,16.771189300002 48.468125099997;1;35;0;1316052;229,550003051758;1100
2001164;1316053;Traismauerstraße/L5001;15.698681 48.3541548,15.6982025 48.3541174,15.6977997 48.3540982,15.6977795 48.3540977;1;35;0;18175659;67,1399993896484;1100
2001164;18175659;Traismauerstraße/L5001;15.6977795 48.3540977,15.6977997 48.3540982,15.6982025 48.3541174,15.698681 48.3541548;1;35;0;1316053;67,1399993896484;1100
2001165;1316054;L5001;15.7278723 48.351415,15.7278965 48.3514013,15.7280672 48.3512918,15.7283512 48.3510828,15.7285775 48.3509045,15.7291556 48.3504115,15.7293036 48.3503036,15.7295195 48.3501695,15.7298393 48.3500364,15.7300323 48.349971,15.7300344 48.3499704;1;69;0;18156864;229,110000610352;900
2001165;18156864;L5001;15.7300344 48.3499704,15.7300323 48.349971,15.7298393 48.3500364,15.7295195 48.3501695,15.7293036 48.3503036,15.7291556 48.3504115,15.7285775 48.3509045,15.7283512 48.3510828,15.7280672 48.3512918,15.7278965 48.3514013,15.7278723 48.351415;1;69;0;1316054;229,110000610352;900
2001166;1316054;L5001;15.7278723 48.351415,15.7276984 48.351513,15.727533 48.3515954,15.7273785 48.3516523;1;69;0;18146636;45,2700004577637;900
2001166;18146636;L5001;15.7273785 48.3516523,15.727533 48.3515954,15.7276984 48.351513,15.7278723 48.351415;1;69;0;1316054;45,2700004577637;900
2001167;1316055;Traismauerstraße/L5001;15.705632 48.3549995,15.705847 48.3550194,15.7060575 48.3550358,15.706358 48.3550838,15.7070927 48.3552252,15.7078833 48.355336,15.7085985 48.3554415,15.7088695 48.3554895,15.7091505 48.3555615,15.7093896 48.3556251,15.7096904 48.3556965,15.7099763 48.3557471,15.7102561 48.3557857,15.7105522 48.3558058,15.7108302 48.3558027,15.7111083 48.3557842,15.7115925 48.3556945,15.7119435 48.3556045,15.7123577 48.3554961;1;69;0;18013182;515,950012207031;900
2001167;18013182;Traismauerstraße/L5001;15.7123577 48.3554961,15.7119435 48.3556045,15.7115925 48.3556945,15.7111083 48.3557842,15.7108302 48.3558027,15.7105522 48.3558058,15.7102561 48.3557857,15.7099763 48.3557471,15.7096904 48.3556965,15.7093896 48.3556251,15.7091505 48.3555615,15.7088695 48.3554895,15.7085985 48.3554415,15.7078833 48.355336,15.7070927 48.3552252,15.706358 48.3550838,15.7060575 48.3550358,15.705847 48.3550194,15.705632 48.3549995;1;69;0;1316055;515,950012207031;900
2001169;1316055;Traismauerstraße/L5001;15.705632 48.3549995,15.7055787 48.3549946,15.7053541 48.3549879;1;40;0;1316056;20,6499996185303;1100
2001169;1316056;Traismauerstraße/L5001;15.7053541 48.3549879,15.7055787 48.3549946,15.705632 48.3549995;1;40;0;1316055;20,6499996185303;1100
2001170;1316053;Traismauerstraße/L5001;15.698681 48.3541548,15.6988185 48.3541655,15.699661 48.3543135,15.7002597 48.3544128,15.7004794 48.3544402,15.7006711 48.3544722,15.7012157 48.3545356,15.7023041 48.3546371,15.7030714 48.3547555,15.7037535 48.3548441,15.7048752 48.3549568,15.7052013 48.3549833,15.7053541 48.3549879;1;35;0;1316056;503,839996337891;1100
2001170;1316056;Traismauerstraße/L5001;15.7053541 48.3549879,15.7052013 48.3549833,15.7048752 48.3549568,15.7037535 48.3548441,15.7030714 48.3547555,15.7023041 48.3546371,15.7012157 48.3545356,15.7006711 48.3544722,15.7004794 48.3544402,15.7002597 48.3544128,15.699661 48.3543135,15.6988185 48.3541655,15.698681 48.3541548;1;35;0;1316053;503,839996337891;1100
2001173;1316058;Abschlag/L8299;14.8462178 48.6250055,14.8459376 48.6250614,14.8457131 48.6250901,14.8453136 48.6250916,14.8444712 48.6250329,14.8437963 48.624997,14.8434221 48.6249955,14.8431702 48.6250029;1;69;0;18022489;226,440002441406;900
2001173;18022489;Abschlag/L8299;14.8431702 48.6250029,14.8434221 48.6249955,14.8437963 48.624997,14.8444712 48.6250329,14.8453136 48.6250916,14.8457131 48.6250901,14.8459376 48.6250614,14.8462178 48.6250055;1;69;0;1316058;226,440002441406;900
2001174;1316058;Abschlag/L8299;14.8462178 48.6250055,14.8463849 48.6249722,14.8470208 48.6248772,14.8474765 48.6248465,14.8478125 48.6248707,14.8481215 48.6249547,14.8484637 48.6250224,14.8487856 48.6250133,14.8493231 48.6249319,14.8499927 48.6248007,14.8516701 48.6244042,14.8521126 48.6243083,14.8526617 48.6242638,14.8530834 48.6242742,14.8538927 48.6243496,14.8544641 48.6243986,14.8547455 48.6243972,14.8550121 48.6243873,14.855359 48.6243818,14.8557583 48.6243886,14.8563006 48.6243989,14.8567151 48.6244025,14.8573661 48.624391,14.8578098 48.6244266,14.8582302 48.6244853,14.8585307 48.6245175,14.8588044 48.6245227,14.8590623 48.6244694,14.859268 48.6243904,14.8594633 48.6242875;1;69;0;18155361;1003,88000488281;900
2001174;18155361;Abschlag/L8299;14.8594633 48.6242875,14.859268 48.6243904,14.8590623 48.6244694,14.8588044 48.6245227,14.8585307 48.6245175,14.8582302 48.6244853,14.8578098 48.6244266,14.8573661 48.624391,14.8567151 48.6244025,14.8563006 48.6243989,14.8557583 48.6243886,14.855359 48.6243818,14.8550121 48.6243873,14.8547455 48.6243972,14.8544641 48.6243986,14.8538927 48.6243496,14.8530834 48.6242742,14.8526617 48.6242638,14.8521126 48.6243083,14.8516701 48.6244042,14.8499927 48.6248007,14.8493231 48.6249319,14.8487856 48.6250133,14.8484637 48.6250224,14.8481215 48.6249547,14.8478125 48.6248707,14.8474765 48.6248465,14.8470208 48.6248772,14.8463849 48.6249722,14.8462178 48.6250055;1;69;0;1316058;1003,88000488281;900
2001181;1316064;Kremser Straße/L110;15.6888206 48.2985268,15.6889014 48.2983564,15.6889067 48.2983441;1;44;0;18208371;21,2900009155273;1100
2001181;18208371;Kremser Straße/L110;15.6889067 48.2983441,15.6889014 48.2983564,15.6888206 48.2985268;1;44;0;1316064;21,2900009155273;1100
2001182;1316064;Kremser Straße/L110;15.6888206 48.2985268,15.6886584 48.2988684,15.6884884 48.2991574;1;35;0;18022374;74,379997253418;1100
2001182;18022374;Kremser Straße/L110;15.6884884 48.2991574,15.6886584 48.2988684,15.6888206 48.2985268;1;35;0;1316064;74,379997253418;1100
2001183;1316065;Bockfließerstraße/L13;16.574384000001 48.313293199999,16.574495800001 48.313418299999,16.574507100001 48.313430799999;1;35;0;18112276;17,8099994659424;1100
2001183;18112276;Bockfließerstraße/L13;16.574507100001 48.313430799999,16.574495800001 48.313418299999,16.574384000001 48.313293199999;1;35;0;1316065;17,8099994659424;1100
2001184;1316065;Bockfließerstraße/L13;16.574384000001 48.313293199999,16.573671700001 48.312496399999;1;35;0;18062954;103,160003662109;1100
2001184;18062954;Bockfließerstraße/L13;16.573671700001 48.312496399999,16.574384000001 48.313293199999;1;35;0;1316065;103,160003662109;1100
2001185;1316066;Hollabrunnerstraße/L43;16.023544 48.5595069,16.023851 48.5594296,16.0240346 48.5593684,16.024228 48.5592857,16.024415 48.5592067,16.0249808 48.5589129,16.0252374 48.5588071,16.025622 48.5586815,16.0264662 48.5584856,16.0276321 48.5582156,16.0282829 48.5580508,16.028675 48.5579302,16.0289668 48.5578128,16.0300689 48.5572944,16.0304812 48.5571556,16.0306268 48.5571269;1;64;0;18102757;590,419982910156;900
2001185;18102757;Hollabrunnerstraße/L43;16.0306268 48.5571269,16.0304812 48.5571556,16.0300689 48.5572944,16.0289668 48.5578128,16.028675 48.5579302,16.0282829 48.5580508,16.0276321 48.5582156,16.0264662 48.5584856,16.025622 48.5586815,16.0252374 48.5588071,16.0249808 48.5589129,16.024415 48.5592067,16.024228 48.5592857,16.0240346 48.5593684,16.023851 48.5594296,16.023544 48.5595069;1;64;0;1316066;590,419982910156;900
2001186;1316066;Hollabrunnerstraße/L43;16.023544 48.5595069,16.0234389 48.5595333,16.0229516 48.5596219,16.0220023 48.5597526,16.0205762 48.5599491,16.0205119 48.5599585;1;35;0;18043685;229,529998779297;1100
2001186;18043685;Hollabrunnerstraße/L43;16.0205119 48.5599585,16.0205762 48.5599491,16.0220023 48.5597526,16.0229516 48.5596219,16.0234389 48.5595333,16.023544 48.5595069;1;35;0;1316066;229,529998779297;1100
2001189;1316068;Mühlstraße/L4044;16.445226300001 47.978848799999,16.445186500001 47.979071799999,16.445103700001 47.979228799999,16.445054200001 47.979288799999,16.444982400001 47.979340499999,16.444878200001 47.979352199999;1;35;0;18096249;66,8600006103516;1100
2001189;18096249;Mühlstraße/L4044;16.444878200001 47.979352199999,16.444982400001 47.979340499999,16.445054200001 47.979288799999,16.445103700001 47.979228799999,16.445186500001 47.979071799999,16.445226300001 47.978848799999;1;35;0;1316068;66,8600006103516;1100
2001190;1316068;Mühlstraße/L4044;16.445226300001 47.978848799999,16.445278400001 47.978557299999,16.445386500001 47.978283899999,16.445409900001 47.978252099999;1;35;0;18097129;68,0500030517578;1100
2001190;18097129;Mühlstraße/L4044;16.445409900001 47.978252099999,16.445386500001 47.978283899999,16.445278400001 47.978557299999,16.445226300001 47.978848799999;1;35;0;1316068;68,0500030517578;1100
2001193;1316069;B4 - Horner Straße;16.1094333 48.4084494,16.1094456 48.4084464,16.1098148 48.4083634,16.1102365 48.4082746;2;95;0;1316070;62,560001373291;4000
2001193;1316070;B4 - Horner Straße;16.1102365 48.4082746,16.1098148 48.4083634,16.1094456 48.4084464,16.1094333 48.4084494;1;95;0;1316069;62,560001373291;1800
2001194;1316070;B4 - Horner Straße;16.1102365 48.4082746,16.1103858 48.4082432,16.1123419 48.4078657,16.1135035 48.4076326,16.1162499 48.4070833,16.1181561 48.4067042,16.1201948 48.4062762,16.1224092 48.4058326,16.1232602 48.4056652,16.1257958 48.4051571,16.126738 48.4049696,16.1275954 48.404808,16.1282964 48.4046923,16.1295252 48.4045125,16.13033 48.404423,16.1312331 48.4043375,16.1323218 48.4042619,16.1325904 48.404251;1;79;0;18020101;1717,35998535156;1250
2001194;18020101;B4 - Horner Straße;16.1325904 48.404251,16.1323218 48.4042619,16.1312331 48.4043375,16.13033 48.404423,16.1295252 48.4045125,16.1282964 48.4046923,16.1275954 48.404808,16.126738 48.4049696,16.1257958 48.4051571,16.1232602 48.4056652,16.1224092 48.4058326,16.1201948 48.4062762,16.1181561 48.4067042,16.1162499 48.4070833,16.1135035 48.4076326,16.1123419 48.4078657,16.1103858 48.4082432,16.1102365 48.4082746;1;79;0;1316070;1717,35998535156;1250
2001201;1316074;Münichreith am Ostrong/L7255;15.1316685 48.2656741,15.132107 48.2656913,15.1329877 48.2657751;1;35;0;18175766;98,6600036621094;1100
2001201;18175766;Münichreith am Ostrong/L7255;15.1329877 48.2657751,15.132107 48.2656913,15.1316685 48.2656741;1;35;0;1316074;98,6600036621094;1100
2001202;1316074;Münichreith am Ostrong/L7255;15.1316685 48.2656741,15.1316434 48.2656731,15.1312326 48.2656422,15.1311926 48.2656382;1;35;0;18146170;35,5699996948242;1100
2001202;18146170;Münichreith am Ostrong/L7255;15.1311926 48.2656382,15.1312326 48.2656422,15.1316434 48.2656731,15.1316685 48.2656741;1;35;0;1316074;35,5699996948242;1100
2001205;1316076;Pemperreith/B36 - Zwettler Straße;15.0597228 48.2333351,15.0597361 48.2332432,15.0597458 48.233022,15.0596889 48.2328186,15.0595598 48.2325973,15.0593953 48.2324256,15.0591822 48.2322291,15.0589815 48.2320488,15.0588066 48.2318622,15.0587292 48.23171,15.0587013 48.2315427,15.0587205 48.231431;1;72;0;18211591;232,529998779297;1250
2001205;18211591;Pemperreith/B36 - Zwettler Straße;15.0587205 48.231431,15.0587013 48.2315427,15.0587292 48.23171,15.0588066 48.2318622,15.0589815 48.2320488,15.0591822 48.2322291,15.0593953 48.2324256,15.0595598 48.2325973,15.0596889 48.2328186,15.0597458 48.233022,15.0597361 48.2332432,15.0597228 48.2333351;1;72;0;1316076;232,529998779297;1250
2001209;1316078;Gutenhof/L150;16.456459800001 48.064897999999,16.456575100001 48.064639099999;1;69;0;18043649;30,0400009155273;900
2001209;18043649;Gutenhof/L150;16.456575100001 48.064639099999,16.456459800001 48.064897999999;1;69;0;1316078;30,0400009155273;900
2001210;1316078;Gutenhof/L150;16.456459800001 48.064897999999,16.456124400001 48.065650499999,16.456077900001 48.065794799999;1;69;0;18014965;103,730003356934;900
2001210;18014965;Gutenhof/L150;16.456077900001 48.065794799999,16.456124400001 48.065650499999,16.456459800001 48.064897999999;1;69;0;1316078;103,730003356934;900
2001211;1316079;;16.456224100001 48.064635699999,16.456575100001 48.064639099999;1;60;0;18043649;26,1599998474121;900
2001234;1316094;Tullner Straße/B19 - Tullner Straße;16.0269392 48.3231953,16.0270363 48.3232524,16.0269847 48.3232224,16.0269177 48.3231837,16.026853 48.3231458,16.0268026 48.3231063;1;45;0;18017683;33,4099998474121;1100
2001212;1316079;Gutenhoferstraße;16.456224100001 48.064635699999,16.456005000001 48.064649099999,16.455951100001 48.064669399999,16.455877000001 48.064703399999,16.455824300001 48.064789399999,16.455792600001 48.064885799999,16.455708100001 48.065232099999,16.455698000001 48.065428399999,16.455693100001 48.065621199999,16.455666900001 48.065806799999,16.455619600001 48.066063799999,16.455609300001 48.066245899999,16.455583100001 48.066417199999,16.455516000001 48.066732299999,16.455495700001 48.066835899999,16.455391900001 48.067033099999,16.455183200001 48.067331899999,16.454934700001 48.067644799999,16.451684900001 48.071728499999,16.451517200001 48.071936299999,16.451271600001 48.072240299999,16.451153800001 48.072384399999,16.450903000001 48.072664499999,16.450754200001 48.072827399999,16.450552800001 48.073039899999;1;59;0;18043650;1049,77001953125;900
2001212;18043650;Gutenhoferstraße;16.450552800001 48.073039899999,16.450754200001 48.072827399999,16.450903000001 48.072664499999,16.451153800001 48.072384399999,16.451271600001 48.072240299999,16.451517200001 48.071936299999,16.451684900001 48.071728499999,16.454934700001 48.067644799999,16.455183200001 48.067331899999,16.455391900001 48.067033099999,16.455495700001 48.066835899999,16.455516000001 48.066732299999,16.455583100001 48.066417199999,16.455609300001 48.066245899999,16.455619600001 48.066063799999,16.455666900001 48.065806799999,16.455693100001 48.065621199999,16.455698000001 48.065428399999,16.455708100001 48.065232099999,16.455792600001 48.064885799999,16.455824300001 48.064789399999,16.455877000001 48.064703399999,16.455951100001 48.064669399999,16.456005000001 48.064649099999,16.456224100001 48.064635699999;1;59;0;1316079;1049,77001953125;900
2001214;1316082;Wiener Landstraße/L115;15.8941935 48.2816222,15.8942696 48.2814254,15.8943888 48.2811963,15.8945212 48.2809279,15.8946399 48.280645;1;35;0;18014650;113,669998168945;1100
2001214;18014650;Wiener Landstraße/L115;15.8946399 48.280645,15.8945212 48.2809279,15.8943888 48.2811963,15.8942696 48.2814254,15.8941935 48.2816222;1;35;0;1316082;113,669998168945;1100
2001215;1316083;Wiener Landstraße/B1 - Wiener Straße;15.8901076 48.2789724,15.8900795 48.2789602,15.8893671 48.2786266,15.8890536 48.2785016;1;39;0;18097845;94,1900024414063;1100
2001215;18097845;Wiener Landstraße/B1 - Wiener Straße;15.8890536 48.2785016,15.8893671 48.2786266,15.8900795 48.2789602,15.8901076 48.2789724;1;39;0;1316083;94,1900024414063;1100
2001216;1316083;Wiener Landstraße/B1 - Wiener Straße;15.8901076 48.2789724,15.8905076 48.2791462,15.8909145 48.2793022,15.891211 48.2794184,15.8917876 48.279627,15.8922299 48.2797863,15.8922457 48.2797919;1;67;0;18111915;183,080001831055;1250
2001216;18111915;Wiener Landstraße/B1 - Wiener Straße;15.8922457 48.2797919,15.8922299 48.2797863,15.8917876 48.279627,15.891211 48.2794184,15.8909145 48.2793022,15.8905076 48.2791462,15.8901076 48.2789724;1;67;0;1316083;183,080001831055;1250
2001217;1316084;Kremserstraße/B34 - Kamptal Straße;15.6617713 48.5942877,15.6616015 48.594135,15.6615497 48.5940921;1;39;0;18156851;27,2099990844727;1100
